page	item	no	class	entry	tone	length	syllabary	translation-1	translation-2	translation-3	translation-4
41	5	336-1	verb	alsdeliha	1.2.3	--.-	ᎠᎵᏍᏕᎵᎭ	he's helping	0	0	0
41	5	336-2	verb	galisdeliha	2.1.2.3	.--.-	ᎦᎵᏍᏕᎵᎭ	0	0	0	0
41	5	336-3	verb	ulsdelvhv?i	1.2.2.23	-----	ᎤᎵᏍᏕᎸᎲᎢ	0	0	0	0
41	5	336-4	verb	alsdelisgo?i	1.2.23.3	---.-	ᎠᎵᏍᏕᎵᏍᎪᎢ	0	0	0	0
41	5	336-5	verb	halsdela	2.23	---	ᎭᎵᏍᏕᎳ	0	0	0	0
41	5	336-6	verb	ulsdehldi	2.2	---	ᎤᎵᏍᏕᎸᏗ	0	0	0	0
41	6	337-1	verb	alsdule?a	1.23.3	--.-	ᎠᎵᏍᏚᎴᎠ	he's taking off his cap	0	0	0
41	6	337-2	verb	galisdule?a	2.1.23.3	.--.-	ᎦᎵᏍᏚᎴᎠ	0	0	0	0
41	6	337-3	verb	ulsdulesv?i	1.23.32.23	-----	ᎤᎵᏍᏚᎴᏒᎢ	0	0	0	0
41	6	337-4	verb	alsdulesgo?i	1.23.32.3	-----	ᎠᎵᏍᏚᎴᏍᎪᎢ	0	0	0	0
41	6	337-5	verb	halsdulagi	2.2.2	--.-	ᎭᎵᏍᏚᎳᎩ	0	0	0	0
41	6	337-6	verb	ulsdulesdi	2.23.32	----	ᎤᎵᏍᏚᎴᏍᏗ	0	0	0	0
41	7	338-1	verb	alsduleha	1.23.3	----	ᎠᎵᏍᏚᎴᎭ	he's washing his hair	0	0	0
41	7	338-2	verb	galisduleha	2.1.23.3	.----	ᎦᎵᏍᏚᎴᎭ	0	0	0	0
41	7	338-3	verb	ulsdulehv?i	1.23.3.23	-----	ᎤᎵᏍᏚᎴᎲᎢ	0	0	0	0
41	7	338-4	verb	alsdulesgo?i	1.23.3.3	-----	ᎠᎵᏍᏚᎴᏍᎪᎢ	0	0	0	0
41	7	338-5	verb	halsdula	2.23	---	ᎭᎵᏍᏚᎳ	0	0	0	0
41	7	338-6	verb	ulsduhldi	2.23	---	ᎤᎵᏍᏚᎵᏗ	0	0	0	0
41	8	339-1	verb	alsduli?a	1.23.3	--.-	ᎠᎵᏍᏚᎵᎠ	he's putting on a cap	0	0	0
41	8	339-2	verb	galisduli?a	2.1.23.3	.--.-	ᎦᎵᏍᏚᎵᎠ	0	0	0	0
41	8	339-3	verb	ulsdulanv?i	1.23.32.23	-----	ᎤᎵᏍᏚᎳᏅᎢ	0	0	0	0
41	8	339-4	verb	alsdulisgo?i	1.23.32.3	-----	ᎠᎵᏍᏚᎵᏍᎪᎢ	0	0	0	0
41	8	339-5	verb	halsdulvga	2.2.1	----	ᎭᎵᏍᏚᎸᎦ	0	0	0	0
41	8	339-6	verb	ulsdulodi	2.23.32	----	ᎤᎵᏍᏚᎶᏗ	0	0	0	0
42	1	340-1	noun	alsdulo	2.2	---	ᎠᎵᏍᏚᎶ	cap	0	0	0
42	1	340-2	noun	dilsdulo	2.2	---	ᏗᎵᏍᏚᎶ	0	0	0	0
42	2	341-1	verb	alsdvhlusga	1.2.3	--.-	ᎠᎵᏍᏛᏡᏍᎦ	he's taking a seat	0	0	0
42	2	341-2	verb	galisdvhlusga	2.1.2.3	.--.-	ᎦᎵᏍᏛᏡᏍᎦ	0	0	0	0
42	2	341-3	verb	ulsdvhlunv?i	1.2.3.3	--.--	ᎤᎵᏍᏛᏡᏅᎢ	0	0	0	0
42	2	341-4	verb	alsdvhlusgo?i	1.2.3.3	--..-	ᎠᎵᏍᏛᏡᏍᎪᎢ	0	0	0	0
42	2	341-5	verb	halsdvhluga	2.2.1	----	ᎭᎵᏍᏛᏡᎦ	0	0	0	0
42	2	341-6	verb	ulsdvhlusdi	2.2.3	--.-	ᎤᎵᏍᏛᏡᏍᏗ	0	0	0	0
42	3	342-1	verb	alsdvhniha	1.2.3	--.-	ᎠᎵᏍᏛᏂᎭ	he's shaking his head	0	0	0
42	3	342-2	verb	galisdvhniha	2.1.2.3	.--.-	ᎦᎵᏍᏛᏂᎭ	0	0	0	0
42	3	342-3	verb	ulsdvhnilv?i	1.2.2.23	--.--	ᎤᎵᏍᏛᏂᎸᎢ	0	0	0	0
42	3	342-4	verb	alsdvhniho?i	1.2.3.3	--..-	ᎠᎵᏍᏛᏂᎰᎢ	0	0	0	0
42	3	342-5	verb	halsdvnhga	2.2	---	ᎭᎵᏍᏛᏂᎦ	0	0	0	0
42	3	342-6	verb	ulsdvnhdi	2.2	---	ᎤᎵᏍᏛᏂᏗ	0	0	0	0
42	4	343-1	verb	alsgi?a	1.3	---	ᎠᎵᏍᎩᎠ	he's dancing	0	0	0
42	4	343-2	verb	galisgi?a	2.1.3	.---	ᎦᎵᏍᎩᎠ	0	0	0	0
42	4	343-3	verb	ulsgisv?i	1.3.23	----	ᎤᎵᏍᎩᏒᎢ	0	0	0	0
42	4	343-4	verb	alsgisgo?i	1.3.3	----	ᎠᎵᏍᎩᏍᎪᎢ	0	0	0	0
42	4	343-5	verb	halsgi	2	--	ᎭᎵᏍᎩ	0	0	0	0
42	4	343-6	verb	ulsgisdi	2.1	---	ᎤᎵᏍᎩᏍᏗ	0	0	0	0
42	5	344-1	verb	alsgohldaneha	1.2.32.2	---.-	ᎠᎵᏍᎪᎸᏓᏁᎭ	he's permitting him	0	0	0
42	5	344-2	verb	jiyalisgohldaneha	2.2.1.2.32.2	-.---.-	ᏥᏯᎵᏍᎪᎸᏓᏁᎭ	0	0	0	0
42	5	344-3	verb	ulsgohldanelv?i	1.2.32.2.23	------	ᎤᎵᏍᎪᎸᏓᏁᎸᎢ	0	0	0	0
42	5	344-4	verb	alsgohldaneho?i	1.2.32.2.3	------	ᎠᎵᏍᎪᎸᏓᏁᎰᎢ	0	0	0	0
42	5	344-5	verb	hiyalisgohldasi	2.2.1.2.1	-.----	ᎯᏯᎵᏍᎪᎸᏓᏏ	0	0	0	0
42	5	344-6	verb	ulsgohldanehdi	2.2.1.3	-----	ᎤᎵᏍᎪᎸᏓᏁᏗ	0	0	0	0
42	6	345-1	verb	alsgusga	1.32	---	ᎠᎵᏍᎫᏍᎦ	he's nodding his head	0	0	0
42	6	345-2	verb	galisgusga	2.1.32	.---	ᎦᎵᏍᎫᏍᎦ	0	0	0	0
42	6	345-3	verb	ulsguhyv?i	1.32.23	----	ᎤᎵᏍᎫᏴᎢ	0	0	0	0
42	6	345-4	verb	alsgusgo?i	1.32.3	----	ᎠᎵᏍᎫᏍᎪᎢ	0	0	0	0
42	6	345-5	verb	halsguhya	2.1	---	ᎭᎵᏍᎫᏯ	0	0	0	0
42	6	345-6	verb	ulsgusdi	2.1	---	ᎤᎵᏍᎫᏍᏗ	0	0	0	0
42	7	346-1	verb	alsgwadi?a	1.2.3	-..-	ᎠᎵᏍᏆᏗᎠ	it's ending	0	0	0
42	7	346-2	verb	ulsgwadv?i	1.3.23	-.--	ᎤᎵᏍᏆᏛᎢ	0	0	0	0
42	7	346-3	verb	alsgwadisgo?i	1.2.32.3	-.---	ᎠᎵᏍᏆᏗᏍᎪᎢ	0	0	0	0
42	7	346-4	verb	ulsgwadisdi	2.2.1	-.--	ᎤᎵᏍᏆᏗᏍᏗ	0	0	0	0
42	8	347-1	verb	alsgwaludi?a	1.2.23.3	-.-.-	ᎠᎵᏍᏆᎷᏗᎠ	he's sticking his head out	0	0	0
42	8	347-2	verb	galisgwaludi?a	2.1.2.23.3	.-.-.-	ᎦᎵᏍᏆᎷᏗᎠ	0	0	0	0
42	8	347-3	verb	ulsgwaludanv?i	1.2.23.32.23	-.----	ᎤᎵᏍᏆᎷᏓᏅᎢ	0	0	0	0
42	8	347-4	verb	alsgwaludisgo?i	1.2.23.32.3	-.----	ᎠᎵᏍᏆᎷᏗᏍᎪᎢ	0	0	0	0
42	8	347-5	verb	halsgwaludvga	2.2.2.1	-.---	ᎭᎵᏍᏆᎷᏛᎦ	0	0	0	0
42	8	347-6	verb	ulsgwaludodi	2.2.23.32	-.---	ᎤᎵᏍᏆᎷᏙᏗ	0	0	0	0
43	1	348-1	verb	alsgwetuhgi?a	1.3.2.3	-----	ᎠᎵᏍᏇᏚᎩᎠ	he's taking his hat off	0	0	0
43	1	348-2	verb	galisgwetuhgi?a	2.1.3.2.3	.-----	ᎦᎵᏍᏇᏚᎩᎠ	0	0	0	0
43	1	348-3	verb	ulsgwethugisv?i	1.3.2.3.23	------	ᎤᎵᏍᏇᏚᎩᏒᎢ	0	0	0	0
43	1	348-4	verb	alsgwetuhgisgo?i	1.3.2.3.3	------	ᎠᎵᏍᏇᏚᎩᏍᎪᎢ	0	0	0	0
43	1	348-5	verb	halsgwetuhgi	2.1.2	----	ᎭᎵᏍᏇᏚᎩ	0	0	0	0
43	1	348-6	verb	ulsgwetuhgisdi	2.1.2.1	-----	ᎤᎵᏍᏇᏚᎩᏍᏗ	0	0	0	0
43	2	349-1	verb	alsgwetuhvsga	1.3.2.3	--..-	ᎠᎵᏍᏇᏚᎲᏍᎦ	he's putting his hat on	0	0	0
43	2	349-2	verb	galisgwetuhvsga	2.1.3.2.3	.--..-	ᎦᎵᏍᏇᏚᎲᏍᎦ	0	0	0	0
43	2	349-3	verb	ulsgwetuhnv?i	1.3.2.23	--.--	ᎤᎵᏍᏇᏚᏅᎢ	0	0	0	0
43	2	349-4	verb	alsgwetuhvsgo?i	1.3.2.3.3	--...-	ᎠᎵᏍᏇᏚᎲᏍᎪᎢ	0	0	0	0
43	2	349-5	verb	halsgwetuhvga	2.1.2.1	--.--	ᎭᎵᏍᏇᏚᎲᎦ	0	0	0	0
43	2	349-6	verb	ulsgwetusdi	2.1.3	--.-	ᎤᎵᏍᏇᏚᏍᏗ	0	0	0	0
43	3	350-1	noun	alsgwetuwo	2.1.2	--.-	ᎠᎵᏍᏇᏚᏬ	hat	0	0	0
43	3	350-2	noun	dilsgwetuwo	2.1.2	--.-	ᏗᎵᏍᏇᏚᏬ	0	0	0	0
43	4	351-1	verb	alsosdiha	1.23.3	--.-	ᎠᎵᏐᏍᏗᎭ	he's setting a goal	he's aiming	0	0
43	4	351-2	verb	galisosdiha	2.1.23.3	.--.-	ᎦᎵᏐᏍᏗᎭ	0	0	0	0
43	4	351-3	verb	ulsostanv?i	1.23.3.23	--.--	ᎤᎵᏐᏍᏔᏅᎢ	0	0	0	0
43	4	351-4	verb	alsosdisgo?i	1.23.3.3	-----	ᎠᎵᏐᏍᏗᏍᎪᎢ	0	0	0	0
43	4	351-5	verb	halsosda	2.23	---	ᎭᎵᏐᏍᏓ	0	0	0	0
43	4	351-6	verb	ulsosdohdi	2.23.3	----	ᎤᎵᏐᏍᏙᏗ	0	0	0	0
43	5	352-1	verb	alsvsdiha	1.32.3	--.-	ᎠᎵᏒᏍᏗᎭ	he's smelling it (sniff)	0	0	0
43	5	352-2	verb	galisvsdiha	2.1.32.3	.--.-	ᎦᎵᏒᏍᏗᎭ	0	0	0	0
43	5	352-3	verb	ulsvstanv?i	1.32.2.23	--.--	ᎤᎵᏒᏍᏔᏅᎢ	0	0	0	0
43	5	352-4	verb	alsvsdisgo?i	1.32.2.3	-----	ᎠᎵᏒᏍᏗᏍᎪᎢ	0	0	0	0
43	5	352-5	verb	halsvsda	2.1	---	ᎭᎵᏒᏍᏓ	0	0	0	0
43	5	352-6	verb	ulsvsdohdi	2.1.3	----	ᎤᎵᏒᏍᏙᏗ	0	0	0	0
43	6	353-1	noun	ama	2	.-	ᎠᎹ	water	0	0	0
43	7	354-1	noun	ama	3	--	ᎠᎹ	salt	0	0	0
43	8	355-1	noun	amahldi?i	2.3.4	.---	ᎠᎹᏢᏗᎢ	water well	0	0	0
44	1	356-1	noun	amahldohdi	2.3.2	.---	ᎠᎹᏢᏙᏗ	water bucket	0	0	0
44	2	357-1	noun	Amayehli	2.3.3	..--	ᎠᎹᏰᏟ	United States	0	0	0
44	3	358-1	other	amayi	2.23	.--	ᎠᎹᏱ	in water, into water	0	0	0
44	4	359-1	noun	amayuhldi	2.2.4	.---	ᎠᎹᏳᏟᏗ	shore	bank	0	0
44	5	360-1	noun	amegwo?i	2.3.4	.---	ᎠᎺᏉᎢ	ocean	0	0	0
44	6	361-1	noun	anadagonatdisgv?i	1.2.2.2.2.23.4	-.--.---	ᎠᎾᏓᎪᎾᏘᏗᏍᎬᎢ	contest	0	0	0
44	7	362-1	verb	anadahlisiha	1.2.3.2.3	-.--.-	ᎠᎾᏓᏟᏏᎭ	they are gathering	0	0	0
44	7	362-2	verb	ojadahlisiha	1.2.3.2.3	-.--.-	ᎣᏣᏓᏟᏏᎭ	0	0	0	0
44	7	362-3	verb	unadahlisahnv?i	1.2.3.2.2.23	-.--.--	ᎤᎾᏓᏟᏌᏅᎢ	0	0	0	0
44	7	362-4	verb	anadahlisisgo?i	1.2.3.2.23.3	-.---.-	ᎠᎾᏓᏟᏏᏍᎪᎢ	0	0	0	0
44	7	362-5	verb	ijadahlisa	1.2.1.23	-.---	ᎢᏣᏓᏟᏌ	0	0	0	0
44	7	362-6	verb	unadahlisohdi	2.2.1.23.3	-.----	ᎤᎾᏓᏟᏐᏗ	0	0	0	0
44	8	363-1	verb	anagaliha	1.32.2.3	--..-	ᎠᎾᎦᎵᎭ	it's lightening	0	0	0
44	8	363-2	verb	unagalvhv?i	1.32.2.2.23	--.---	ᎤᎾᎦᎸᎲᎢ	0	0	0	0
44	8	363-3	verb	anagalisgo?i	1.32.2.23.3	--.-.-	ᎠᎾᎦᎵᏍᎪᎢ	0	0	0	0
44	9	364-1	noun	anagalisgi	2.1.2.23	.-.--	ᎠᎾᎦᎵᏍᎩ	lightning	electricity 	battery	battery
44	9	364-2	noun	dinagalisgi	2.1.2.23	--.--	ᏗᎾᎦᎵᏍᎩ	0	0	0	0
44	10	365-1	noun	anahlinvdli	2.2.2.4	...--	ᎠᎾᏟᏅᏟ	brothers (more than two)	0	0	0
44	11	366-1	verb	analigohvsga	1.2.3.2.3	-.--.-	ᎠᎾᎵᎪᎲᏍᎦ	they are getting together	they are dating (when dual form is used)	0	0
44	11	366-2	verb	ojaligohvsga	1.2.3.2.3	-.--.-	ᎣᏣᎵᎪᎲᏍᎦ	0	0	0	0
44	11	366-3	verb	unaligohnv?i	1.2.3.2.23	-.----	ᎤᎾᎵᎪᏅᎢ	0	0	0	0
44	11	366-4	verb	analigohvsgo?i	1.2.3.2.2.3	-.--.--	ᎠᎾᎵᎪᎲᏍᎪᎢ	0	0	0	0
44	11	366-5	verb	ijaligohvga	1.2.1.2.1	-.----	ᎢᏣᎵᎪᎲᎦ	0	0	0	0
44	11	366-6	verb	unalikdi	2.2.1	-.--	ᎤᎾᎵᎪᏗ	0	0	0	0
45	1	367-1	noun	anehldi	1.23	---	ᎠᏁᏟᏗ	doll	0	0	0
45	1	367-2	noun	dinehldi	1.23	---	ᏗᏁᏟᏗ	0	0	0	0
45	2	368-1	verb	anehldiha	3.2.3	--.-	ᎠᏁᏟᏗᎭ	he's attempting it	0	0	0
45	2	368-2	verb	ganehldiha	3.2.3	--.-	ᎦᏁᏟᏗᎭ	0	0	0	0
45	2	368-3	verb	unehltanv?i	3.2.3.3	--.--	ᎤᏁᏟᏔᏅᎢ	0	0	0	0
45	2	368-4	verb	anehldisgo?i	3.2.23.3	---.-	ᎠᏁᏟᏗᏍᎪᎢ	0	0	0	0
45	2	368-5	verb	hanehlda	1.2	---	ᎭᏁᏟᏓ	0	0	0	0
45	2	368-6	verb	unehldohdi	1.23.2	----	ᎤᏁᏟᏙᏗ	0	0	0	0
45	3	369-1	verb	aneladi?a	1.23.3.2	--..-	ᎠᏁᎳᏗᎠ	he's getting married	0	0	0
45	3	369-2	verb	ganeladi?a	2.23.3.2	--..-	ᎦᏁᎳᏗᎠ	0	0	0	0
45	3	369-3	verb	uneladv?i	1.23.3.23	--.--	ᎤᏁᎳᏛᎢ	0	0	0	0
45	3	369-4	verb	aneladisgo?i	1.23.3.1.3	--.---	ᎠᏁᎳᏗᏍᎪᎢ	0	0	0	0
45	3	369-5	verb	hanelada	2.2.2	--.-	ᎭᏁᎳᏓ	0	0	0	0
45	3	369-6	verb	uneladisdi	2.23.3.1	--.--	ᎤᏁᎳᏗᏍᏗ	0	0	0	0
45	4	370-1	verb	anhdadi?a	1.2.3	-..-	ᎠᏅᏓᏗᎠ	he's remembering him, it	0	0	0
45	4	370-2	verb	jiyanvdadi?a	2.2.1.2.3	---..-	ᏥᏯᏅᏓᏗᎠ	0	0	0	0
45	4	370-3	verb	ganvdadi?a	2.1.2.3	--..-	ᎦᏅᏓᏗᎠ	0	0	0	0
45	4	370-4	verb	unhdadv?i	1.3.23	-.--	ᎤᏅᏓᏛᎢ	0	0	0	0
45	4	370-5	verb	anhdadisgo?i	1.2.32.3	-.---	ᎠᏅᏓᏗᏍᎪᎢ	0	0	0	0
45	4	370-6	verb	hiyanvdada	2.2.1.2	---.-	ᎯᏯᏅᏓᏓ	0	0	0	0
45	4	370-7	verb	hanhdada	2.2	---	ᎭᏅᏓᏓ	0	0	0	0
45	4	370-8	verb	unhdadisdi	2.2.1	-.--	ᎤᏅᏓᏗᏍᏗ	0	0	0	0
45	5	371-1	noun	a?ni	3	.-	ᎠᏂ	strawberry	0	0	0
45	6	372-1	verb	anidona?a	1.2.32.2	---.-	ᎠᏂᏙᎾᎠ	they are standing (congregation)	0	0	0
45	6	372-2	verb	ojidona?a	1.2.32.2	---.-	ᎣᏥᏙᎾᎠ	0	0	0	0
45	6	372-3	verb	anidona?v?i	1.2.32.2.23	---.--	ᎠᏂᏙᎾᎥᎢ	0	0	0	0
45	6	372-4	verb	anidona?o?i	1.2.32.2.3	---.--	ᎠᏂᏙᎾᎣᎢ	0	0	0	0
45	7	373-1	verb	anihlina	1.2.3	--.-	ᎠᏂᏟᎾ	they are asleep (more than two)	0	0	0
45	7	373-2	verb	ojihlina	1.2.3	--.-	ᎣᏥᏟᎾ	0	0	0	0
45	7	373-3	verb	anihlino?i	1.2.3.3	--.--	ᎠᏂᏟᏃᎢ	0	0	0	0
45	8	374-1	verb	ani?na	1.3	---	ᎠᏂᎾ	they are sitting (congregation)	0	0	0
45	8	374-2	verb	oji?na	1.3	---	ᎣᏥᎾ	0	0	0	0
45	8	374-3	verb	ani?nv?i	1.3.23	----	ᎠᏂᏅᎢ	0	0	0	0
45	8	374-4	verb	ani?no?i	1.3.3	----	ᎠᏂᏃᎢ	0	0	0	0
46	1	375-1	noun	anineli	2.2.4	.---	ᎠᏂᏁᎵ	her husband	0	0	0
46	2	376-1	noun	Anisgwani?i	2.2.2.4	.----	ᎠᏂᏍᏆᏂᎢ	Mexico	0	0	0
46	3	377-1	noun	aniyosgi?i	2.2.3.4	.-.--	ᎠᏂᏲᏍᎩᎢ	military service	0	0	0
46	4	378-1	noun	Ansgvti	1.2	---	ᎠᏂᏍᎬᏘ	May	0	0	0
46	5	379-1	noun	Anvhyi	2.2	.--	ᎠᏅᏱ	March	0	0	0
46	6	380-1	verb	asadvsga	1.2.32	-.--	ᎠᏌᏛᏍᎦ	he's setting a trap	0	0	0
46	6	380-2	verb	jisadvsga	1.2.32	-.--	ᏥᏌᏛᏍᎦ	0	0	0	0
46	6	380-3	verb	usadvnv?i	1.2.32.23	-.---	ᎤᏌᏛᏅᎢ	0	0	0	0
46	6	380-4	verb	asadvsgo?i	1.2.32.3	-.---	ᎠᏌᏛᏍᎪᎢ	0	0	0	0
46	6	380-5	verb	hisadv?vga	2.2.2.1	.----	ᎯᏌᏛᎥᎦ	0	0	0	0
46	6	380-6	verb	usadvdi	2.2.1	-.--	ᎤᏌᏛᏗ	0	0	0	0
46	7	381-1	verb	asaladi?a	1.2.2.3	-...-	ᎠᏌᎳᏗᎠ	he's lifting, raising him, it	0	0	0
46	7	381-2	verb	jisaladi?a	1.2.2.3	-...-	ᏥᏌᎳᏗᎠ	0	0	0	0
46	7	381-3	verb	usaladanv?i	1.2.2.32.23	-..---	ᎤᏌᎳᏓᏅᎢ	0	0	0	0
46	7	381-4	verb	asaladisgo?i	1.2.2.32.3	-..---	ᎠᏌᎳᏗᏍᎪᎢ	0	0	0	0
46	7	381-5	verb	hisaladvga	1.2.2.1	-..--	ᎯᏌᎳᏛᎦ	0	0	0	0
46	7	381-6	verb	hisaladvga	2.2.2.1	...--	ᎯᏌᎳᏛᎦ	0	0	0	0
46	7	381-7	verb	usaladodi	2.2.2.1	-..--	ᎤᏌᎳᏙᏗ	0	0	0	0
46	8	382-1	adjective	asamadi	2.2.4	..--	ᎠᏌᎹᏗ	smart	0	0	0
46	8	382-2	adjective	anisamadi	2.2.2.4	.-.--	ᎠᏂᏌᎹᏗ	0	0	0	0
46	9	383-1	noun	asano	1.2	-.-	ᎠᏌᏃ	dress	0	0	0
46	9	383-2	noun	disano	1.2	-.-	ᏗᏌᏃ	0	0	0	0
46	10	384-1	verb	asdagayhdiha	1.2.2.3	-.-.-	ᎠᏍᏓᎦᏴᏗᎭ	he's making it crisp	he's starching it	0	0
46	10	384-2	verb	jisdagayhdiha	1.2.2.3	-.-.-	ᏥᏍᏓᎦᏴᏗᎭ	0	0	0	0
46	10	384-3	verb	usdagayhtanv?i	1.2.2.3.3	-.-.--	ᎤᏍᏓᎦᏴᏔᏅᎢ	0	0	0	0
46	10	384-4	verb	asdagayhdisgo?i	1.2.2.23.3	-.--.-	ᎠᏍᏓᎦᏴᏗᏍᎪᎢ	0	0	0	0
46	10	384-5	verb	hisdagayhda	2.2.2	..--	ᎯᏍᏓᎦᏴᏓ	0	0	0	0
46	10	384-6	verb	usdagayhdohdi	2.2.2.3	-.---	ᎤᏍᏓᎦᏴᏙᏗ	0	0	0	0
47	1	385-1	verb	asdagayvhiha	1.2.2.2.3	-..-.-	ᎠᏍᏓᎦᏴᎯᎭ	it's becoming crisp	0	0	0
47	1	385-2	verb	usdagayvhlv?i	1.2.2.2.23	-..---	ᎤᏍᏓᎦᏴᏢᎢ	0	0	0	0
47	1	385-3	verb	asdagayvhiho?i	1.2.2.2.2.3	-..-.--	ᎠᏍᏓᎦᏴᎯᎰᎢ	0	0	0	0
47	2	386-1	noun	asdanvhnv?i	1.2.2.4	-.---	ᎠᏍᏓᏅᏅᎢ	line	0	0	0
47	2	386-2	noun	dasdanvhnv?i	1.2.2.4	-.---	ᏓᏍᏓᏅᏅᎢ	0	0	0	0
47	3	387-1	verb	asdanvhnvsga	1.2.2.3	-.-.-	ᎠᏍᏓᏅᏅᏍᎦ	he's drawing a line	0	0	0
47	3	387-2	verb	jisdanvhnvsga	1.2.2.3	-.-.-	ᏥᏍᏓᏅᏅᏍᎦ	0	0	0	0
47	3	387-3	verb	usdanvhnanv?i	1.2.2.3.3	-.-.--	ᎤᏍᏓᏅᎿᏅᎢ	0	0	0	0
47	3	387-4	verb	asdanvhnvsgo?i	1.2.2.3.3	-.-..-	ᎠᏍᏓᏅᏅᏍᎪᎢ	0	0	0	0
47	3	387-5	verb	hisdanvhnvga	2.2.2.1	..---	ᎯᏍᏓᏅᏅᎦ	0	0	0	0
47	3	387-6	verb	usdanvnhdi	2.2.2	-.--	ᎤᏍᏓᏅᏅᏗ	0	0	0	0
47	4	388-1	verb	asdawadega	1.32.2.3	--.--	ᎠᏍᏓᏩᏕᎦ	he's following him, it	0	0	0
47	4	388-2	verb	jisdawadega	1.32.2.3	--.--	ᏥᏍᏓᏩᏕᎦ	0	0	0	0
47	4	388-3	verb	usdawadvsv?i	1.32.2.3.23	--.---	ᎤᏍᏓᏩᏛᏒᎢ	0	0	0	0
47	4	388-4	verb	asdawadego?i	1.32.2.3.3	--.---	ᎠᏍᏓᏩᏕᎪᎢ	0	0	0	0
47	4	388-5	verb	hisdawaduga	1.1.2.1	--.--	ᎯᏍᏓᏩᏚᎦ	0	0	0	0
47	4	388-6	verb	hisdawaduga	2.1.2.1	.-.--	ᎯᏍᏓᏩᏚᎦ	0	0	0	0
47	4	388-7	verb	usdawadvsdi	2.1.2.1	--.--	ᎤᏍᏓᏩᏛᏍᏗ	0	0	0	0
47	5	389-1	verb	asdeliha	1.2.3	--.-	ᎠᏍᏕᎵᎭ	he's helping him	0	0	0
47	5	389-2	verb	jisdeliha	1.2.3	--.-	ᏥᏍᏕᎵᎭ	0	0	0	0
47	5	389-3	verb	usdelvhv?i	1.2.2.23	-----	ᎤᏍᏕᎸᎲᎢ	0	0	0	0
47	5	389-4	verb	asdelisgo?i	1.2.23.3	---.-	ᎠᏍᏕᎵᏍᎪᎢ	0	0	0	0
47	5	389-5	verb	hisdela	1.23	---	ᎯᏍᏕᎳ	0	0	0	0
47	5	389-6	verb	usdehldi	2.2	---	ᎤᏍᏕᎸᏗ	0	0	0	0
47	6	390-1	verb	asdeyoha	1.3.2	--.-	ᎠᏍᏕᏲᎭ	he's braiding it	0	0	0
47	6	390-2	verb	jisdeyoha	1.3.2	--.-	ᏥᏍᏕᏲᎭ	0	0	0	0
47	6	390-3	verb	usdeyolv?i	1.23.32.23	-----	ᎤᏍᏕᏲᎸᎢ	0	0	0	0
47	6	390-4	verb	asdeyoho?i	1.3.2.3	--.--	ᎠᏍᏕᏲᎰᎢ	0	0	0	0
47	6	390-5	verb	hisdeyaga	2.2.2	.-.-	ᎯᏍᏕᏯᎦ	0	0	0	0
47	6	390-6	verb	usdeyodi	2.23.32	----	ᎤᏍᏕᏲᏗ	0	0	0	0
47	7	391-1	verb	asdigi?a	1.23.3	--.-	ᎠᏍᏗᎩᎠ	he's eating a long object	0	0	0
47	7	391-2	verb	jisdigi?a	1.23.3	--.-	ᏥᏍᏗᎩᎠ	0	0	0	0
47	7	391-3	verb	usdigv?i	1.3.23	----	ᎤᏍᏗᎬᎢ	0	0	0	0
47	7	391-4	verb	asdigisgo?i	1.23.32.3	-----	ᎠᏍᏗᎩᏍᎪᎢ	0	0	0	0
47	7	391-5	verb	hisdiga	2.23	.--	ᎯᏍᏗᎦ	0	0	0	0
47	7	391-6	verb	usdigisdi	2.23.32	----	ᎤᏍᏗᎩᏍᏗ	0	0	0	0
48	1	392-1	noun	asdigisdi	2.23.1	.---	ᎠᏍᏗᎩᏍᏗ	something to eat (long)	0	0	0
48	1	392-2	noun	disdigisdi	2.23.1	----	ᏗᏍᏗᎩᏍᏗ	0	0	0	0
48	2	393-1	verb	asdo?a	1.3	---	ᎠᏍᏙᎠ	he's crushing it	0	0	0
48	2	393-2	verb	jisdo?a	1.3	---	ᏥᏍᏙᎠ	0	0	0	0
48	2	393-3	verb	usdo?v?i	1.3.23	----	ᎤᏍᏙᎥᎢ	0	0	0	0
48	2	393-4	verb	asdosgo?i	1.3.3	----	ᎠᏍᏙᏍᎪᎢ	0	0	0	0
48	2	393-5	verb	hisdoja	2.23	.--	ᎯᏍᏙᏣ	0	0	0	0
48	2	393-6	verb	usdosdi	2.1	---	ᎤᏍᏙᏍᏗ	0	0	0	0
48	3	394-1	noun	asdosgi?i	2.1.4	.---	ᎠᏍᏙᏍᎩᎢ	crusher	0	0	0
48	3	394-2	noun	disdosgi?i	2.1.4	----	ᏗᏍᏙᏍᎩᎢ	0	0	0	0
48	4	395-1	verb	asdoyeha	1.2.3	--.-	ᎠᏍᏙᏰᎭ	he's trimming it (boy's hair, grass, hedge, but not paper, cloth)	0	0	0
48	4	395-2	verb	jisdoyeha	1.2.3	--.-	ᏥᏍᏙᏰᎭ	0	0	0	0
48	4	395-3	verb	usdoyehv?i	1.2.23.3	-----	ᎤᏍᏙᏰᎲᎢ	0	0	0	0
48	4	395-4	verb	asdoyesgo?i	1.2.23.3	---.-	ᎠᏍᏙᏰᏍᎪᎢ	0	0	0	0
48	4	395-5	verb	hisdoya	1.23	---	ᎯᏍᏙᏯ	0	0	0	0
