page	item	no	class	entry	tone	length	syllabary	translation-1	translation-2	translation-3	translation-4
48	4	395-6	verb	hisdoya	2.23	.--	ᎯᏍᏙᏯ	0	0	0	0
48	4	395-7	verb	usdoyhdi	2.2	---	ᎤᏍᏙᏴᏗ	0	0	0	0
48	5	396-1	verb	asduhvsga	1.32.2	--.-	ᎠᏍᏚᎲᏍᎦ	he's closing it	he's jailing him	0	0
48	5	396-2	verb	jisduhvsga	1.32.2	--.-	ᏥᏍᏚᎲᏍᎦ	0	0	0	0
48	5	396-3	verb	usduhnv?i	1.32.23	----	ᎤᏍᏚᏅᎢ	0	0	0	0
48	5	396-4	verb	asduhvsgo?i	1.32.2.3	--.--	ᎠᏍᏚᎲᏍᎪᎢ	0	0	0	0
48	5	396-5	verb	hisduhvga	1.1.1	----	ᎯᏍᏚᎲᎦ	0	0	0	0
48	5	396-6	verb	hisduhvga	2.1.1	.---	ᎯᏍᏚᎲᎦ	0	0	0	0
48	5	396-7	verb	usdudi	2.1	---	ᎤᏍᏚᏗ	0	0	0	0
48	6	397-1	verb	asdu?i?a	1.3.2	-..-	ᎠᏍᏚᎢᎠ	he's opening it	0	0	0
48	6	397-2	verb	jisdu?i?a	1.3.2	-..-	ᏥᏍᏚᎢᎠ	0	0	0	0
48	6	397-3	verb	usdu?isv?i	1.3.1.23	-.---	ᎤᏍᏚᎢᏒᎢ	0	0	0	0
48	6	397-4	verb	asdu?isgo?i	1.3.1.3	-.---	ᎠᏍᏚᎢᏍᎪᎢ	0	0	0	0
48	6	397-5	verb	hisdu?i	2.2	..-	ᎯᏍᏚᎢ	0	0	0	0
48	6	397-6	verb	usdu?isdi	2.2.1	-.--	ᎤᏍᏚᎢᏍᏗ	0	0	0	0
48	7	398-1	noun	asdvhahli	2.23.2	.-.-	ᎠᏍᏛᎭᏟ	sandwich	0	0	0
48	7	398-2	noun	disdvhahli	2.23.2	--.-	ᏗᏍᏛᎭᏟ	0	0	0	0
48	8	399-1	verb	asdvhahlvsga	1.23.3.2	--..-	ᎠᏍᏛᎭᏢᏍᎦ	he's sandwiching it	0	0	0
48	8	399-2	verb	jisdvhahlvsga	1.23.3.2	--..-	ᏥᏍᏛᎭᏢᏍᎦ	0	0	0	0
48	8	399-3	verb	usdvhahlanv?i	1.23.3.2.23	--..--	ᎤᏍᏛᎭᏝᏅᎢ	0	0	0	0
48	8	399-4	verb	asdvhahlvsgo?i	1.23.3.2.3	--..--	ᎠᏍᏛᎭᏢᏍᎪᎢ	0	0	0	0
48	8	399-5	verb	hisdvhahlvga	2.2.2.1	.-.--	ᎯᏍᏛᎭᏢᎦ	0	0	0	0
48	8	399-6	verb	usdvhahldi	2.23.3	----	ᎤᏍᏛᎭᏟᏗ	0	0	0	0
49	1	400-1	other	asedv	2.3.3	---	ᎠᏎᏛ	maybe perhaps	0	0	0
49	2	401-1	adjective	asegi	2.4	.--	ᎠᏎᎩ	peculiar	0	0	0
49	2	401-2	adjective	anisegi	2.2.4	.---	ᎠᏂᏎᎩ	0	0	0	0
49	3	402-1	verb	aseheha	1.2.3	-.--	ᎠᏎᎮᎭ	he's showing him	0	0	0
49	3	402-2	verb	jiyaseheha	2.1.2.3	--.--	ᏥᏯᏎᎮᎭ	0	0	0	0
49	3	402-3	verb	usehelv?i	1.2.3.23	-.---	ᎤᏎᎮᎸᎢ	0	0	0	0
49	3	402-4	verb	aseheho?i	1.2.3.3	-.---	ᎠᏎᎮᎰᎢ	0	0	0	0
49	3	402-5	verb	hiyasehisi	2.1.2.2	--..-	ᎯᏯᏎᎯᏏ	0	0	0	0
49	3	402-6	verb	usehehdi	2.3.3	-.--	ᎤᏎᎮᏗ	0	0	0	0
49	4	403-1	other	asehno	2.3	---	ᎠᏎᏃ	but	0	0	0
49	4	403-2	other	asehnv	2.3	---	ᎠᏎᏅ	0	0	0	0
49	5	404-1	verb	asesdiha	1.2.3	-..-	ᎠᏎᏍᏗᎭ	he's including him, it (in counting)	0	0	0
49	5	404-2	verb	jiyasesdiha	2.1.2.3	--..-	ᏥᏯᏎᏍᏗᎭ	0	0	0	0
49	5	404-3	verb	gasesdiha	1.2.3	-..-	ᎦᏎᏍᏗᎭ	0	0	0	0
49	5	404-4	verb	usestanv?i	1.2.3.23	-..--	ᎤᏎᏍᏔᏅᎢ	0	0	0	0
49	5	404-5	verb	asesdisgo?i	1.2.3.3	-.---	ᎠᏎᏍᏗᏍᎪᎢ	0	0	0	0
49	5	404-6	verb	hiyasesda	2.1.2	--.-	ᎯᏯᏎᏍᏓ	0	0	0	0
49	5	404-7	verb	hasesda	2.2	..-	ᎭᏎᏍᏓ	0	0	0	0
49	5	404-8	verb	usesdohdi	2.3.3	-.--	ᎤᏎᏍᏙᏗ	0	0	0	0
49	6	405-1	verb	asesiha	3.2.3	--.-	ᎠᏎᏏᎭ	he's withdrawing (a motion)	he's withdrawing (his candidacy) 	he's pulling it out (a drawer)	he's pulling it out (a drawer)
49	6	405-2	verb	gasesiha	3.2.3	--.-	ᎦᏎᏏᎭ	0	0	0	0
49	6	405-3	verb	usesvhv?i	3.2.2.23	-----	ᎤᏎᏒᎲᎢ	0	0	0	0
49	6	405-4	verb	asesisgo?i	3.2.23.3	---.-	ᎠᏎᏏᏍᎪᎢ	0	0	0	0
49	6	405-5	verb	hasesa	1.23	---	ᎭᏎᏌ	0	0	0	0
49	6	405-6	verb	usesvhdi	1.23.3	----	ᎤᏎᏒᏗ	0	0	0	0
49	7	406-1	adjective	asesvda	1.23.4	----	ᎠᏎᏒᏓ	withdrawn	0	0	0
49	7	406-2	adjective	disesvda	1.23.4	----	ᏗᏎᏒᏓ	0	0	0	0
49	8	407-1	verb	asgaga	1.32	---	ᎠᏍᎦᎦ	he's reprimanding him	0	0	0
49	8	407-2	verb	jisgaga	1.32	---	ᏥᏍᎦᎦ	0	0	0	0
49	8	407-3	verb	usgajv?i	1.32.23	----	ᎤᏍᎦᏨᎢ	0	0	0	0
49	8	407-4	verb	asgago?i	1.32.3	----	ᎠᏍᎦᎪᎢ	0	0	0	0
49	8	407-5	verb	hisgagi	1.1	---	ᎯᏍᎦᎩ	0	0	0	0
49	8	407-6	verb	hisgagi	2.1	.--	ᎯᏍᎦᎩ	0	0	0	0
49	8	407-7	verb	usgaysdi	2.1	---	ᎤᏍᎦᏍᏗ	0	0	0	0
49	9	408-1	verb	asgaha	1.32	---	ᎠᏍᎦᎭ	he's afraid	0	0	0
49	9	408-2	verb	jisgaha	1.32	---	ᏥᏍᎦᎭ	0	0	0	0
49	9	408-3	verb	usgalv?i	1.3.23	----	ᎤᏍᎦᎸᎢ	0	0	0	0
49	9	408-4	verb	asgaho?i	1.3.3	----	ᎠᏍᎦᎰᎢ	0	0	0	0
49	9	408-5	verb	hisgaya	2.23	.--	ᎯᏍᎦᏯ	0	0	0	0
49	9	408-6	verb	usgasdi	2.1	---	ᎤᏍᎦᏍᏗ	0	0	0	0
50	1	409-1	verb	asgahlga	1.2	---	ᎠᏍᎦᏟᎦ	he's biting him, it	0	0	0
50	1	409-2	verb	jisgahlga	1.2	---	ᏥᏍᎦᏟᎦ	0	0	0	0
50	1	409-3	verb	usgahljv?i	1.2.23	----	ᎤᏍᎦᏟᏨᎢ	0	0	0	0
50	1	409-4	verb	asgahlgo?i	1.2.3	----	ᎠᏍᎦᏟᎪᎢ	0	0	0	0
50	1	409-5	verb	hisgala	1.2	-.-	ᎯᏍᎦᎳ	0	0	0	0
50	1	409-6	verb	hisgala	2.2	..-	ᎯᏍᎦᎳ	0	0	0	0
50	1	409-7	verb	usgalsdi	2.2	---	ᎤᏍᎦᎵᏍᏗ	0	0	0	0
50	2	410-1	noun	asgahni	2.2	..-	ᎠᏍᎦᏂ	evil, sin	0	0	0
50	3	411-1	noun	asgana?i	2.2.4	..--	ᎠᏍᎦᎾᎢ	sinner	0	0	0
50	3	411-2	noun	anisgana?i	2.2.2.4	.-.--	ᎠᏂᏍᎦᎾᎢ	0	0	0	0
50	4	412-1	verb	asganvga	1.2.32	-.--	ᎠᏍᎦᏅᎦ	he's committing a crime, sin	0	0	0
50	4	412-2	verb	jisganvga	1.2.32	-.--	ᏥᏍᎦᏅᎦ	0	0	0	0
50	4	412-3	verb	usganvjv?i	1.2.32.23	-.---	ᎤᏍᎦᏅᏨᎢ	0	0	0	0
50	4	412-4	verb	asganvgo?i	1.2.32.3	-.---	ᎠᏍᎦᏅᎪᎢ	0	0	0	0
50	4	412-5	verb	hisganvgi	2.2.1	..--	ᎯᏍᎦᏅᎩ	0	0	0	0
50	4	412-6	verb	usganvysdi	2.2.1	-.--	ᎤᏍᎦᏅᎢᏍᏗ	0	0	0	0
50	5	413-1	noun	asgaya	2.2	..-	ᎠᏍᎦᏯ	man	0	0	0
50	5	413-2	noun	anisgaya	2.2.2	.-.-	ᎠᏂᏍᎦᏯ	0	0	0	0
50	6	414-1	adjective	asgayegvsda	2.2.2.4	..---	ᎠᏍᎦᏰᎬᏍᏓ	handsome	0	0	0
50	6	414-2	adjective	anisgayegvsda	2.2.2.2.4	.-.---	ᎠᏂᏍᎦᏰᎬᏍᏓ	0	0	0	0
50	7	415-1	noun	asgayegvsda	2.2.2.23	..---	ᎠᏍᎦᏰᎬᏍᏓ	officer	0	0	0
50	7	415-2	noun	anisgayegvsda	2.2.2.2.23	.-.---	ᎠᏂᏍᎦᏰᎬᏍᏓ	0	0	0	0
50	8	416-1	noun	asgina	2.23	.--	ᎠᏍᎩᎾ	demon, devil	0	0	0
50	8	416-2	noun	anisgina	2.2.23	.---	ᎠᏂᏍᎩᎾ	0	0	0	0
50	9	417-1	verb	asgitsga	1.2	---	ᎠᏍᎩᏘᏍᎦ	he's dreaming about him, it	0	0	0
50	9	417-2	verb	jiyasgitsga	2.1.2	----	ᏥᏯᏍᎩᏘᏍᎦ	0	0	0	0
50	9	417-3	verb	gasgitsga	1.2	---	ᎦᏍᎩᏘᏍᎦ	0	0	0	0
50	9	417-4	verb	usgitsv?i	1.2.23	----	ᎤᏍᎩᏘᏒᎢ	0	0	0	0
50	9	417-5	verb	asgitsgo?i	1.2.3	----	ᎠᏍᎩᏘᏍᎪᎢ	0	0	0	0
50	9	417-6	verb	hiyasgitsa	2.1.23	----	ᎯᏯᏍᎩᏘᏌ	0	0	0	0
50	9	417-7	verb	hasgitsa	2.23	.--	ᎭᏍᎩᏘᏌ	0	0	0	0
50	9	417-8	verb	usgitsdi	2.2	---	ᎤᏍᎩᏘᏍᏗ	0	0	0	0
51	1	418-1	verb	asgogi?a	1.2.3	--.-	ᎠᏍᎪᎩᎠ	he's gnawing it	0	0	0
51	1	418-2	verb	jisgogi?a	1.2.3	--.-	ᏥᏍᎪᎩᎠ	0	0	0	0
51	1	418-3	verb	usgogv?i	1.3.23	----	ᎤᏍᎪᎬᎢ	0	0	0	0
51	1	418-4	verb	asgogisgo?i	1.2.32.3	-----	ᎠᏍᎪᎩᏍᎪᎢ	0	0	0	0
51	1	418-5	verb	hisgoga	2.23	.--	ᎯᏍᎪᎦ	0	0	0	0
51	1	418-6	verb	usgogisdi	2.23.32	----	ᎤᏍᎪᎩᏍᏗ	0	0	0	0
51	2	419-1	verb	asgohniha	1.23.3	--.-	ᎠᏍᎪᏂᎭ	he's mourning for him, it	0	0	0
51	2	419-2	verb	jisgohniha	1.23.3	--.-	ᏥᏍᎪᏂᎭ	0	0	0	0
51	2	419-3	verb	usgohnilv?i	1.23.3.23	--.--	ᎤᏍᎪᏂᎸᎢ	0	0	0	0
51	2	419-4	verb	asgohniho?i	1.23.3.3	--.--	ᎠᏍᎪᏂᎰᎢ	0	0	0	0
51	2	419-5	verb	hisgonhga	1.23	---	ᎯᏍᎪᏂᎦ	0	0	0	0
51	2	419-6	verb	hisgonhga	2.23	.--	ᎯᏍᎪᏂᎦ	0	0	0	0
51	2	419-7	verb	usgonsdi	2.23	---	ᎤᏍᎪᏂᏍᏗ	0	0	0	0
51	3	420-1	verb	asgoliye?a	1.2.23.3	---.-	ᎠᏍᎪᎵᏰᎠ	he's rubbing him, it	0	0	0
51	3	420-2	verb	jiyasgoliye?a	2.1.2.23.3	----.-	ᏥᏯᏍᎪᎵᏰᎠ	0	0	0	0
51	3	420-3	verb	gasgoliye?a	1.2.23.3	---.-	ᎦᏍᎪᎵᏰᎠ	0	0	0	0
51	3	420-4	verb	usgoliye?v?i	1.2.23.3.23	---.--	ᎤᏍᎪᎵᏰᎥᎢ	0	0	0	0
51	3	420-5	verb	asgoliyesgo?i	1.2.23.32.3	------	ᎠᏍᎪᎵᏰᏍᎪᎢ	0	0	0	0
51	3	420-6	verb	hiyasgoliya	2.1.2.23	-----	ᎯᏯᏍᎪᎵᏯ	0	0	0	0
51	3	420-7	verb	hasgoliya	2.2.23	.---	ᎭᏍᎪᎵᏯ	0	0	0	0
51	3	420-8	verb	usgoliyedi	2.2.23.32	-----	ᎤᏍᎪᎵᏰᏗ	0	0	0	0
51	4	421-1	verb	asgolvdi?a	1.23.3.2	---.-	ᎠᏍᎪᎸᏗᎠ	he's erasing it	0	0	0
51	4	421-2	verb	jisgolvdi?a	1.23.3.2	---.-	ᏥᏍᎪᎸᏗᎠ	0	0	0	0
51	4	421-3	verb	usgolvdi?i	1.23.3.23	-----	ᎤᏍᎪᎸᏛᎢ	0	0	0	0
51	4	421-4	verb	asgolvdisgo?i	1.23.3.1.3	------	ᎠᏍᎪᎸᏗᏍᎪᎢ	0	0	0	0
51	4	421-5	verb	hisgolvda	2.2.23	.---	ᎯᏍᎪᎸᏓ	0	0	0	0
51	4	421-6	verb	usgolvdisdi	2.23.3.1	-----	ᎤᏍᎪᎸᏗᏍᏗ	0	0	0	0
51	5	422-1	noun	asgolvdisdi	2.23.4.1	.----	ᎠᏍᎪᎸᏗᏍᏗ	eraser	0	0	0
51	5	422-2	noun	disgolvdisdi	2.23.4.1	-----	ᏗᏍᎪᎸᏗᏍᏗ	0	0	0	0
51	6	423-1	verb	asgolvga	1.23.32	----	ᎠᏍᎪᎸᎦ	it's fading	0	0	0
51	6	423-2	verb	usgolvjv?i	1.23.32.23	-----	ᎤᏍᎪᎸᏨᎢ	0	0	0	0
51	6	423-3	verb	asgolvgo?i	1.23.32.3	-----	ᎠᏍᎪᎸᎪᎢ	0	0	0	0
51	6	423-4	verb	usgolvysdi	2.23.32	----	ᎤᏍᎪᎸᎢᏍᏗ	0	0	0	0
51	7	424-1	verb	asgosga	1.23	---	ᎠᏍᎪᏍᎦ	he's digging it	0	0	0
51	7	424-2	verb	gasgosga	1.23	---	ᎦᏍᎪᏍᎦ	0	0	0	0
51	7	424-3	verb	usgosv?i	1.23.3	----	ᎤᏍᎪᏒᎢ	0	0	0	0
51	7	424-4	verb	asgosgo?i	1.23.3	--.-	ᎠᏍᎪᏍᎪᎢ	0	0	0	0
51	7	424-5	verb	hasgola	2.23	.--	ᎭᏍᎪᎳ	0	0	0	0
51	7	424-6	verb	usgosdi	2.23	---	ᎤᏍᎪᏍᏗ	0	0	0	0
51	8	425-1	noun	asgvdageni	2.2.2.4	.-.--	ᎠᏍᎬᏓᎨᏂ	his shin	0	0	0
51	8	425-2	noun	disgvdageni	2.2.2.4	--.--	ᏗᏍᎬᏓᎨᏂ	0	0	0	0
52	1	426-1	verb	asgwadi?a	1.2.3	-.--	ᎠᏍᏆᏗᎠ	he's finishing it	0	0	0
52	1	426-2	verb	jisgwadi?a	1.2.3	-..-	ᏥᏍᏆᏗᎠ	0	0	0	0
52	1	426-3	verb	usgwadv?i	1.3.23	-.--	ᎤᏍᏆᏛᎢ	0	0	0	0
52	1	426-4	verb	asgwadisgo?i	1.2.32.3	-.---	ᎠᏍᏆᏗᏍᎪᎢ	0	0	0	0
52	1	426-5	verb	hisgwada	2.2	-.-	ᎯᏍᏆᏓ	0	0	0	0
52	1	426-6	verb	usgwadisdi	2.2.1	-.--	ᎤᏍᏆᏗᏍᏗ	0	0	0	0
52	2	427-1	noun	asgwageni	2.2.4	..--	ᎠᏍᏆᎨᏂ	his side	0	0	0
52	2	427-2	noun	disgwageni	2.2.4	-.--	ᏗᏍᏆᎨᏂ	0	0	0	0
52	3	428-1	verb	asgwahle?a	1.32.2	--.-	ᎠᏍᏆᏞᎠ	he's catching a falling person, object	0	0	0
52	3	428-2	verb	jisgwahle?a	1.32.2	--.-	ᏥᏍᏆᏞᎠ	0	0	0	0
52	3	428-3	verb	usgwahlesv?i	1.32.1.23	-----	ᎤᏍᏆᏞᏒᎢ	0	0	0	0
52	3	428-4	verb	asgwahlesgo?i	1.32.1.3	-----	ᎠᏍᏆᏞᏍᎪᎢ	0	0	0	0
52	3	428-5	verb	hisgwahlagi	1.1.2	--.-	ᎯᏍᏆᏝᎩ	0	0	0	0
52	3	428-6	verb	hisgwahlagi	2.1.2	.-.-	ᎯᏍᏆᏝᎩ	0	0	0	0
52	3	428-7	verb	usgwahlesdi	2.1.1	----	ᎤᏍᏆᏞᏍᏗ	0	0	0	0
52	4	429-1	adjective	asgwala?i	2.2.4	..--	ᎠᏍᏆᎳᎢ	short	0	0	0
52	4	429-2	adjective	disgwala?i	2.2.4	-.--	ᏗᏍᏆᎳᎢ	0	0	0	0
52	5	430-1	verb	asgwaloga	1.2.32	-.--	ᎠᏍᏆᎶᎦ	it's getting shorter	he's getting short on...	0	0
52	5	430-2	verb	jisgwaloga	1.2.32	-.--	ᏥᏍᏆᎶᎦ	0	0	0	0
52	5	430-3	verb	usgwalojv?i	1.2.32.23	-.---	ᎤᏍᏆᎶᏨᎢ	0	0	0	0
52	5	430-4	verb	asgwalogo?i	1.2.32.3	-.---	ᎠᏍᏆᎶᎪᎢ	0	0	0	0
52	5	430-5	verb	hisgwalogi	2.2.1	..--	ᎯᏍᏆᎶᎩ	0	0	0	0
52	5	430-6	verb	usgwaloysdi	2.2.1	-.--	ᎤᏍᏆᎶᎢᏍᏗ	0	0	0	0
52	6	431-1	verb	asgwalsga	1.32	---	ᎠᏍᏆᎵᏍᎦ	he's breaking a long object	0	0	0
52	6	431-2	verb	jisgwalsga	1.32	---	ᏥᏍᏆᎵᏍᎦ	0	0	0	0
52	6	431-3	verb	usgwalsv?i	1.32.23	----	ᎤᏍᏆᎵᏒᎢ	0	0	0	0
52	6	431-4	verb	asgwalsgo?i	1.32.3	----	ᎠᏍᏆᎵᏍᎪᎢ	0	0	0	0
52	6	431-5	verb	hisgwala	2.2	..-	ᎯᏍᏆᎳ	0	0	0	0
52	6	431-6	verb	usgwalsdi	2.1	---	ᎤᏍᏆᎵᏍᏗ	0	0	0	0
52	7	432-1	verb	asgwalvniha	1.2.3.2	-.-.-	ᎠᏍᏆᎸᏂᎭ	he's hitting him on the head with a long object	0	0	0
52	7	432-2	verb	jisgwalvniha	1.2.3.2	-.-.-	ᏥᏍᏆᎸᏂᎭ	0	0	0	0
52	7	432-3	verb	usgwalvnilv?i	1.2.23.32.23	-.----	ᎤᏍᏆᎸᏂᎸᎢ	0	0	0	0
52	7	432-4	verb	asgwalvniho?i	1.2.3.2.3	-.-.--	ᎠᏍᏆᎸᏂᎰᎢ	0	0	0	0
52	7	432-5	verb	hisgwalvniga	1.2.2.1	-.---	ᎯᏍᏆᎸᏂᎦ	0	0	0	0
52	7	432-6	verb	usgwalvnisdi	2.2.23.32	-.---	ᎤᏍᏆᎸᏂᏍᏗ	0	0	0	0
52	8	433-1	noun	Asgwani	2.4	.--	ᎠᏍᏆᏂ	Mexican	0	0	0
52	8	433-2	noun	Anisgwani	2.2.4	.---	ᎠᏂᏍᏆᏂ	0	0	0	0
53	1	434-1	verb	asgwanigosga	1.2.2.23	-..--	ᎠᏍᏆᏂᎪᏍᎦ	he's amazed	0	0	0
53	1	434-2	verb	jisgwanigosga	1.2.2.23	-..--	ᏥᏍᏆᏂᎪᏍᎦ	0	0	0	0
53	1	434-3	verb	usgwanigosv?i	1.2.2.23.3	-..---	ᎤᏍᏆᏂᎪᏒᎢ	0	0	0	0
53	1	434-4	verb	asgwanigosgo?i	1.2.2.23.3	-..-.-	ᎠᏍᏆᏂᎪᏍᎪᎢ	0	0	0	0
53	1	434-5	verb	hisgwanigohi	2.2.2.23	...--	ᎯᏍᏆᏂᎪᎯ	0	0	0	0
53	1	434-6	verb	usgwanigohisdi	2.2.2.23.3	-..-.-	ᎤᏍᏆᏂᎪᎯᏍᏗ	0	0	0	0
53	2	435-1	verb	asgwanutsga	1.2.32	-.--	ᎠᏍᏆᏄᏥᎦ	he's sucking it	0	0	0
53	2	435-2	verb	jisgwanutsga	1.2.32	-.--	ᏥᏍᏆᏄᏥᎦ	0	0	0	0
53	2	435-3	verb	usgwanutsv?i	1.2.32.23	-.---	ᎤᏍᏆᏄᏘᏒᎢ	0	0	0	0
53	2	435-4	verb	asgwanutsgo?i	1.2.32.3	-.---	ᎠᏍᏆᏄᏘᏍᎪᎢ	0	0	0	0
53	2	435-5	verb	hisgwanutsa	2.2.1	..--	ᎯᏍᏆᏄᏘᏌ	0	0	0	0
53	2	435-6	verb	usgwanutsdi	2.2.1	-.--	ᎤᏍᏆᏄᏥᏗ	0	0	0	0
53	3	436-1	verb	asgwohalvniha	1.2.2.3.2	--.-.-	ᎠᏍᏉᎭᎸᏂᎭ	he's hitting him on the abdomen with a long object	0	0	0
53	3	436-2	verb	jisgwohalvniha	1.2.2.3.2	--.-.-	ᏥᏍᏉᎭᎸᏂᎭ	0	0	0	0
53	3	436-3	verb	usgwohalvnilv?i	1.2.2.23.32.23	--.----	ᎤᏍᏉᎭᎸᏂᎸᎢ	0	0	0	0
53	3	436-4	verb	asgwohalvniho?i	1.2.2.3.2.3	--.-.--	ᎠᏍᏉᎭᎸᏂᎰᎢ	0	0	0	0
53	3	436-5	verb	hisgwohalvniga	1.2.2.2.1	--.---	ᎯᏍᏉᎭᎸᏂᎦ	0	0	0	0
53	3	436-6	verb	usgwohalvnisdi	2.2.2.23.32	--.---	ᎤᏍᏉᎭᎸᏂᏍᏗ	0	0	0	0
53	4	437-1	verb	asihtadi?a	1.2.2.3	--..-	ᎠᏏᏔᏗᎠ	he's placing his hand on him, it	0	0	0
53	4	437-2	verb	jiyasihtadi?a	2.1.2.2.3	---..-	ᏥᏯᏏᏔᏗᎠ	0	0	0	0
53	4	437-3	verb	gasihtadi?a	1.2.2.3	--..-	ᎦᏏᏔᏗᎠ	0	0	0	0
53	4	437-4	verb	usihtadv?i	1.2.3.23	--.--	ᎤᏏᏔᏛᎢ	0	0	0	0
53	4	437-5	verb	asihtadisgo?i	1.2.2.32.3	--.---	ᎠᏏᏔᏗᏍᎪᎢ	0	0	0	0
53	4	437-6	verb	hiyasihtada	2.1.2.2	---.-	ᎯᏯᏏᏔᏓ	0	0	0	0
53	4	437-7	verb	hasihtada	2.2.2	.-.-	ᎭᏏᏔᏓ	0	0	0	0
53	4	437-8	verb	usihtadisdi	2.2.2.1	--.--	ᎤᏏᏔᏗᏍᏗ	0	0	0	0
53	5	438-1	verb	asihtvniha	1.2.3.2	---.-	ᎠᏏᏛᏂᎭ	he's slapping him, it	0	0	0
53	5	438-2	verb	jiyasihtvni?ha	2.1.2.3.2	----.-	ᏥᏯᏏᏛᏂᎭ	0	0	0	0
53	5	438-3	verb	gasihtvniha	1.2.3.2	---.-	ᎦᏏᏛᏂᎭ	0	0	0	0
53	5	438-4	verb	usihtvnilv?i	1.2.23.32.23	------	ᎤᏏᏛᏂᎸᎢ	0	0	0	0
53	5	438-5	verb	asihtvniho?i	1.2.3.2.3	---.--	ᎠᏏᏛᏂᎰᎢ	0	0	0	0
53	5	438-6	verb	hiyasihtvniga	2.1.2.2.1	------	ᎯᏯᏏᏛᏂᎦ	0	0	0	0
53	5	438-7	verb	hasihtvniga	2.2.2.1	.----	ᎭᏏᏛᏂᎦ	0	0	0	0
53	5	438-8	verb	usihtvnisdi	2.2.23.32	-----	ᎤᏏᏛᏂᏍᏗ	0	0	0	0
53	6	439-1	verb	asinega	3.2.3	----	ᎠᏏᏁᎦ	he's backing up	0	0	0
53	6	439-2	verb	gasinega	3.2.3	----	ᎦᏏᏁᎦ	0	0	0	0
53	6	439-3	verb	usinvsv?i	3.2.3.23	-----	ᎤᏏᏅᏒᎢ	0	0	0	0
53	6	439-4	verb	asinego?i	3.2.3.3	-----	ᎠᏏᏁᎪᎢ	0	0	0	0
53	6	439-5	verb	hasinuga	1.2.1	----	ᎭᏏᏄᎦ	0	0	0	0
53	6	439-6	verb	usinvsdi	1.23.32	----	ᎤᏏᏅᏍᏗ	0	0	0	0
53	7	440-1	other	asini	1.2	---	ᎠᏏᏂ	backwards	0	0	0
54	1	441-1	noun	asiyvwi	2.2.4	..--	ᎠᏏᏴᏫ	individual, one person	0	0	0
54	1	441-2	noun	anisiyvwiha	2.2.2.2.2	.-.---	ᎠᏂᏏᏴᏫᎭ	0	0	0	0
54	2	442-1	noun	askoli	2.4	.--	ᎠᏍᎪᎵ	his head	0	0	0
54	3	443-1	verb	asladi?a	1.2.3	-..-	ᎠᏍᎳᏗᎠ	he's roping him, it	0	0	0
54	3	443-2	verb	jisladi?a	1.2.3	-..-	ᏥᏍᎳᏗᎠ	0	0	0	0
54	3	443-3	verb	usladv?i	1.3.23	-.--	ᎤᏍᎳᏛᎢ	0	0	0	0
54	3	443-4	verb	asladisgo?i	1.2.32.3	-.---	ᎠᏍᎳᏗᏍᎪᎢ	0	0	0	0
54	3	443-5	verb	hislada	1.2	-.-	ᎯᏍᎳᏓ	0	0	0	0
54	3	443-6	verb	hislada	2.2	..-	ᎯᏍᎳᏓ	0	0	0	0
54	3	443-7	verb	usladisdi	2.1	..--	ᎤᏍᎳᏗᏍᏗ	0	0	0	0
54	4	444-1	verb	asohyoha	1.23.3	--.-	ᎠᏐᏲᎭ	he's building a fence	0	0	0
54	4	444-2	verb	gasohyoha	1.23.3	--.-	ᎦᏐᏲᎭ	0	0	0	0
54	4	444-3	verb	usohyalv?i	1.23.4.23	--.--	ᎤᏐᏯᎸᎢ	0	0	0	0
54	4	444-4	verb	asohyoho?i	1.23.3.3	--.--	ᎠᏐᏲᎰᎢ	0	0	0	0
54	4	444-5	verb	hasoyhga	2.23	.--	ᎭᏐᏯᎦ	0	0	0	0
54	4	444-6	verb	usoysdi	2.23	---	ᎤᏐᏯᏍᏗ	0	0	0	0
54	5	445-1	noun	asohyv?i	1.23.4	----	ᎠᏐᏴᎢ	fence	0	0	0
54	5	445-2	noun	dasohyv?i	1.23.4	----	ᏓᏐᏴᎢ	0	0	0	0
54	6	446-1	verb	asolvdagi?a	1.2.2.2.3	---.--	ᎠᏐᎸᏓᎩᎠ	he's waving his hand	0	0	0
54	6	446-2	verb	gasolvdagi?a	1.2.2.2.3	---.--	ᎦᏐᎸᏓᎩᎠ	0	0	0	0
54	6	446-3	verb	usolvdagisv?i	1.2.2.2.3.23	---.---	ᎤᏐᎸᏓᎩᏒᎢ	0	0	0	0
54	6	446-4	verb	asolvdagisgo?i	1.2.2.2.3.3.	---.---	ᎠᏐᎸᏓᎩᏍᎪᎢ	0	0	0	0
54	6	446-5	verb	hasolvdagi	2.2.2.2	.--.-	ᎭᏐᎸᏓᎩ	0	0	0	0
54	6	446-6	verb	usolvdagisdi	2.2.2.2.1	---.--	ᎤᏐᎸᏓᎩᏍᏗ	0	0	0	0
54	7	447-1	verb	asonsdiha	1.32.3	--.-	ᎠᏐᏅᏍᏗᎭ	he's pressing down on him, it	0	0	0
54	7	447-2	verb	jiyasonsdiha	2.1.32.3	---.-	ᏥᏯᏐᏅᏍᏗᎭ	0	0	0	0
54	7	447-3	verb	gasonsdiha	1.32.3	--.-	ᎦᏐᏅᏍᏗᎭ	0	0	0	0
54	7	447-4	verb	usonstanv?i	1.32.2.23	--.--	ᎤᏐᏅᏍᏔᏅᎢ	0	0	0	0
